Order Date	State	Product ID	Category	Product Name	Sales
28.11.2015	Illinois	FUR-FU-10002505	Furniture	Eldon 100 Class Desk Accessories	12,13
28.11.2015	Illinois	OFF-ST-10004804	Office Supplies	"Belkin 19"" Vented Equipment Shelf, Black"	82,37
28.11.2015	Illinois	OFF-ST-10001590	Office Supplies	Tenex Personal Project File with Scoop Front Design, Black	53,92
28.11.2015	Illinois	TEC-PH-10001580	Technology	Logitech Mobile Speakerphone P710e - speaker phone	647,90
01.12.2017	New York	TEC-AC-10000290	Technology	Sabrent 4-Port USB 2.0 Hub	20,37
01.12.2017	New York	OFF-ST-10002790	Office Supplies	Safco Industrial Shelving	221,55
01.12.2017	New York	OFF-BI-10003460	Office Supplies	Acco 3-Hole Punch	17,52
08.06.2017	Texas	OFF-AP-10002203	Office Supplies	Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac	1,62
19.09.2014	Texas	TEC-MA-10000822	Technology	Lexmark MX611dhe Monochrome Laser Printer	3059,98
19.09.2014	Texas	TEC-MA-10003353	Technology	Xerox WorkCentre 6505DN Laser Multifunction Printer	2519,96
06.06.2016	Illinois	TEC-PH-10001433	Technology	Cisco Small Business SPA 502G VoIP phone	328,22
10.11.2015	California	TEC-AC-10004469	Technology	Microsoft Sculpt Comfort Mouse	79,90
16.06.2017	North Carolina	OFF-AR-10003602	Office Supplies	Quartet Omega Colored Chalk, 12/Pack	14,02
22.01.2016	New Jersey	OFF-FA-10003472	Office Supplies	Bagged Rubber Bands	7,56
09.12.2017	Ohio	OFF-ST-10004180	Office Supplies	Safco Commercial Shelving	37,21
09.12.2017	Ohio	OFF-EN-10004386	Office Supplies	Recycled Interoffice Envelopes with String and Button Closure, 10 x 13	57,58
28.12.2017	California	OFF-ST-10003208	Office Supplies	Adjustable Depth Letter/Legal Cart	725,84
30.07.2015	California	TEC-AC-10003628	Technology	Logitech 910-002974 M325 Wireless Mouse for Web Scrolling	209,93
30.07.2015	California	FUR-FU-10003274	Furniture	Regeneration Desk Collection	5,28
30.07.2015	California	OFF-BI-10002557	Office Supplies	Presstex Flexible Ring Binders	10,92
16.09.2017	California	OFF-PA-10002615	Office Supplies	"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled"	8,82
16.09.2017	California	OFF-AR-10001427	Office Supplies	Newell 330	5,98
13.10.2017	Pennsylvania	OFF-PA-10000673	Office Supplies	"Post-it ""Important Message"" Note Pad, Neon Colors, 50 Sheets/Pad"	11,65
13.10.2017	Pennsylvania	OFF-PA-10004470	Office Supplies	"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages"	18,18
13.10.2017	Pennsylvania	OFF-ST-10000876	Office Supplies	Eldon Simplefile Box Office	59,71
13.10.2017	Pennsylvania	OFF-LA-10002043	Office Supplies	Avery 489	24,84
26.09.2015	Texas	OFF-BI-10004967	Office Supplies	Round Ring Binders	2,08
26.09.2015	Texas	TEC-PH-10001760	Technology	Bose SoundLink Bluetooth Speaker	1114,40
02.11.2015	California	FUR-TA-10002903	Furniture	"Bevis Round Bullnose 29"" High Table Top"	1038,84
26.09.2015	Oregon	OFF-PA-10000474	Office Supplies	Easy-staple paper	141,76
26.09.2015	Oregon	TEC-AC-10001956	Technology	Microsoft Arc Touch Mouse	239,80
26.09.2015	Oregon	OFF-PA-10004100	Office Supplies	Xerox 216	31,10
18.12.2016	Florida	OFF-BI-10000778	Office Supplies	GBC VeloBinder Electric Binding Machine	254,06
18.12.2016	Florida	OFF-AP-10002684	Office Supplies	Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection	194,53
18.12.2016	Florida	OFF-SU-10000646	Office Supplies	Premier Automatic Letter Opener	961,48
20.11.2016	Ohio	OFF-FA-10002983	Office Supplies	Advantus SlideClip Paper Clips	19,10
20.11.2016	Ohio	OFF-LA-10004689	Office Supplies	Avery 512	18,50
20.11.2016	Ohio	TEC-AC-10002001	Technology	Logitech Wireless Gaming Headset G930	255,98
20.11.2016	Ohio	FUR-BO-10004709	Furniture	Bush Westfield Collection Bookcases, Medium Cherry Finish	86,97
26.12.2014	Colorado	FUR-FU-10004091	Furniture	"Howard Miller 13"" Diameter Goldtone Round Wall Clock"	300,42
26.12.2014	Colorado	FUR-CH-10001891	Furniture	Global Deluxe Office Fabric Chairs	230,35
26.12.2014	Colorado	FUR-FU-10002918	Furniture	Eldon ClusterMat Chair Mat with Cordless Antistatic Protection	218,35
26.12.2014	Colorado	OFF-BI-10004593	Office Supplies	Ibico Laser Imprintable Binding System Covers	78,60
26.12.2014	Colorado	OFF-FA-10004854	Office Supplies	Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box	27,55
28.10.2016	New Jersey	OFF-PA-10002105	Office Supplies	Xerox 223	32,40
28.10.2016	New Jersey	OFF-ST-10002756	Office Supplies	"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand"	1082,48
28.10.2016	New Jersey	OFF-PA-10004243	Office Supplies	Xerox 1939	56,91
28.10.2016	New Jersey	FUR-FU-10001861	Furniture	Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts	77,60
28.10.2016	New Jersey	OFF-BI-10002706	Office Supplies	Avery Premier Heavy-Duty Binder with Round Locking Rings	14,28
19.11.2017	Illinois	FUR-TA-10002533	Furniture	BPI Conference Tables	219,08
04.05.2015	New York	FUR-FU-10002671	Furniture	Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp	26,80
30.12.2014	Michigan	OFF-AR-10003651	Office Supplies	Newell 350	9,84
01.06.2014	New Jersey	OFF-BI-10001072	Office Supplies	GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack	45,48
01.06.2014	New Jersey	OFF-AR-10002135	Office Supplies	Boston Heavy-Duty Trimline Electric Pencil Sharpeners	289,20
15.04.2017	Virginia	OFF-AR-10002804	Office Supplies	Faber Castell Col-Erase Pencils	4,89
12.09.2016	Colorado	FUR-FU-10001918	Furniture	C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings	15,14
12.09.2016	Colorado	FUR-CH-10004086	Furniture	Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs	466,77
12.09.2016	Colorado	FUR-FU-10001756	Furniture	Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany	15,23
12.09.2016	Colorado	OFF-LA-10000634	Office Supplies	Avery 509	6,26
27.09.2014	New Jersey	FUR-FU-10001588	Furniture	Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black	87,54
09.08.2014	Florida	TEC-PH-10002398	Technology	AT&T 1070 Corded Phone	178,38
09.08.2014	Florida	OFF-PA-10001937	Office Supplies	Xerox 21	15,55
28.12.2014	Pennsylvania	OFF-AR-10003373	Office Supplies	Boston School Pro Electric Pencil Sharpener, 1670	99,14
04.11.2014	New York	FUR-CH-10002602	Furniture	DMI Arturo Collection Mission-style Design Wood Chair	135,88
04.11.2014	New York	TEC-MA-10002927	Technology	Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier	3991,98
04.11.2014	New York	TEC-PH-10004093	Technology	Panasonic Kx-TS550	275,94
04.11.2014	New York	TEC-AC-10000892	Technology	NETGEAR N750 Dual Band Wi-Fi Gigabit Router	360,00
04.11.2014	New York	OFF-ST-10002974	Office Supplies	Trav-L-File Heavy-Duty Shuttle II, Black	43,57
19.09.2014	California	OFF-FA-10000624	Office Supplies	OIC Binder Clips	7,16
23.04.2016	California	OFF-BI-10004593	Office Supplies	Ibico Laser Imprintable Binding System Covers	251,52
23.04.2016	California	TEC-AC-10001908	Technology	Logitech Wireless Headset h800	99,99
03.11.2017	Tennessee	FUR-FU-10001967	Furniture	Telescoping Adjustable Floor Lamp	15,99
30.08.2016	Pennsylvania	TEC-PH-10003645	Technology	Aastra 57i VoIP phone	290,90
30.08.2016	Pennsylvania	OFF-ST-10000675	Office Supplies	File Shuttle II and Handi-File, Black	54,22
30.08.2016	Pennsylvania	FUR-CH-10003312	Furniture	"Hon 2090 ""Pillow Soft"" Series Mid Back Swivel/Tilt Chairs"	786,74
30.08.2016	Pennsylvania	OFF-LA-10001074	Office Supplies	Round Specialty Laser Printer Labels	100,24
30.08.2016	Pennsylvania	OFF-BI-10001524	Office Supplies	GBC Premium Transparent Covers with Diagonal Lined Pattern	37,76
25.04.2016	Pennsylvania	TEC-PH-10004614	Technology	AT&T 841000 Phone	82,80
25.04.2016	Pennsylvania	OFF-BI-10001153	Office Supplies	Ibico Recycled Grain-Textured Covers	20,72
25.04.2016	Pennsylvania	OFF-BI-10001982	Office Supplies	Wilson Jones Custom Binder Spines & Labels	4,90
01.09.2015	California	OFF-BI-10001922	Office Supplies	Storex Dura Pro Binders	4,75
01.09.2015	California	TEC-CO-10001449	Technology	Hewlett Packard LaserJet 3310 Copier	959,98
01.09.2015	California	OFF-BI-10004140	Office Supplies	Avery Non-Stick Binders	14,37
12.07.2014	California	OFF-BI-10003314	Office Supplies	Tuff Stuff Recycled Round Ring Binders	7,71
12.07.2014	California	FUR-TA-10004575	Furniture	Hon 5100 Series Wood Tables	698,35
22.06.2015	Utah	OFF-FA-10000490	Office Supplies	"OIC Binder Clips, Mini, 1/4"" Capacity, Black"	4,96
13.04.2014	Pennsylvania	OFF-AR-10000122	Office Supplies	Newell 314	17,86
13.04.2014	Pennsylvania	OFF-BI-10003656	Office Supplies	Fellowes PB200 Plastic Comb Binding Machine	509,97
13.04.2014	Pennsylvania	OFF-FA-10002780	Office Supplies	Staples	30,99
13.04.2014	Pennsylvania	TEC-PH-10000702	Technology	"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White"	71,93
20.12.2015	Texas	OFF-ST-10000107	Office Supplies	Fellowes Super Stor/Drawer	88,80
15.06.2017	California	TEC-PH-10002293	Technology	Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5	47,98
08.07.2017	Massachusetts	OFF-AR-10004027	Office Supplies	Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box	7,56
08.07.2017	Massachusetts	OFF-PA-10000249	Office Supplies	Easy-staple paper	24,56
08.07.2017	Massachusetts	OFF-AR-10001374	Office Supplies	BIC Brite Liner Highlighters, Chisel Tip	12,96
01.09.2016	New York	TEC-AC-10000290	Technology	Sabrent 4-Port USB 2.0 Hub	6,79
01.09.2016	New York	OFF-PA-10001970	Office Supplies	Xerox 1881	24,56
01.09.2016	New York	OFF-BI-10002160	Office Supplies	Acco Hanging Data Binders	3,05
01.09.2016	New York	OFF-PA-10001970	Office Supplies	Xerox 1881	49,12
01.09.2016	New York	OFF-BI-10004995	Office Supplies	GBC DocuBind P400 Electric Binding System	4355,17
08.04.2016	New York	FUR-BO-10002268	Furniture	Sauder Barrister Bookcases	388,70
08.04.2016	New York	OFF-EN-10001137	Office Supplies	#10 Gummed Flap White Envelopes, 100/Box	8,26
08.04.2016	New York	OFF-AR-10002399	Office Supplies	Dixon Prang Watercolor Pencils, 10-Color Set with Brush	17,04
08.04.2016	New York	OFF-PA-10002713	Office Supplies	"Adams Phone Message Book, 200 Message Capacity, 8 1/16"" x 11"""	34,40
23.04.2016	North Carolina	OFF-PA-10002666	Office Supplies	Southworth 25% Cotton Linen-Finish Paper & Envelopes	36,24
08.03.2017	Georgia	OFF-AP-10001124	Office Supplies	Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection	647,84
08.03.2017	Georgia	OFF-LA-10001158	Office Supplies	"Avery Address/Shipping Labels for Typewriters, 4"" x 2"""	20,70
25.09.2017	New York	OFF-LA-10001158	Office Supplies	"Avery Address/Shipping Labels for Typewriters, 4"" x 2"""	20,70
25.09.2017	New York	FUR-CH-10000785	Furniture	Global Ergonomic Managers Chair	488,65
25.09.2017	New York	OFF-AR-10003732	Office Supplies	Newell 333	5,56
25.09.2017	New York	FUR-FU-10000023	Furniture	Eldon Wave Desk Accessories	47,12
24.09.2014	California	OFF-ST-10001713	Office Supplies	Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black	211,96
21.10.2016	Connecticut	OFF-BI-10002412	Office Supplies	"Wilson Jones ""Snap"" Scratch Pad Binder Tool for Ring Binders"	23,20
21.10.2016	Connecticut	OFF-SU-10001225	Office Supplies	Staple remover	7,36
21.10.2016	Connecticut	OFF-ST-10002406	Office Supplies	Pizazz Global Quick File	104,79
21.10.2016	Connecticut	FUR-BO-10002545	Furniture	Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors	1043,92
29.05.2017	Texas	OFF-PA-10002036	Office Supplies	Xerox 1930	25,92
29.05.2017	Texas	OFF-ST-10002205	Office Supplies	File Shuttle I and Handi-File	53,42
23.07.2014	Arizona	OFF-BI-10001982	Office Supplies	Wilson Jones Custom Binder Spines & Labels	8,16
23.07.2014	Arizona	TEC-AC-10003911	Technology	NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router	1023,94
23.07.2014	Arizona	OFF-AR-10000658	Office Supplies	Newell 324	9,24
23.07.2014	Arizona	TEC-AC-10002076	Technology	Microsoft Natural Keyboard Elite	479,04
28.09.2016	Illinois	OFF-PA-10003039	Office Supplies	Xerox 1960	99,14
27.08.2017	Massachusetts	FUR-TA-10004915	Furniture	"Office Impressions End Table, 20-1/2""H x 24""W x 20""D"	1488,42
28.04.2015	Texas	OFF-AP-10000696	Office Supplies	Holmes Odor Grabber	8,65
28.04.2015	Texas	OFF-ST-10003327	Office Supplies	Akro-Mils 12-Gallon Tote	23,83
28.04.2015	Texas	OFF-BI-10000309	Office Supplies	"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black"	12,18
28.10.2016	California	OFF-PA-10004734	Office Supplies	Southworth Structures Collection	50,96
28.10.2016	California	OFF-BI-10002225	Office Supplies	"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8"""	49,54
26.06.2015	Michigan	TEC-AC-10004708	Technology	Sony 32GB Class 10 Micro SDHC R40 Memory Card	41,90
27.11.2015	Florida	FUR-TA-10000617	Furniture	Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal	375,46
27.11.2015	Florida	TEC-AC-10002335	Technology	Logitech Media Keyboard K200	83,98
03.12.2015	Pennsylvania	TEC-MA-10001681	Technology	Lexmark MarkNet N8150 Wireless Print Server	482,34
03.12.2015	Pennsylvania	FUR-FU-10001935	Furniture	3M Hangers With Command Adhesive	2,96
24.11.2014	Ohio	OFF-AR-10004757	Office Supplies	Crayola Colored Pencils	2,62
11.12.2017	New York	OFF-BI-10000050	Office Supplies	Angle-D Binders with Locking Rings, Label Holders	23,36
11.12.2017	New York	TEC-AC-10001998	Technology	Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired	39,98
21.09.2014	Washington	TEC-PH-10003012	Technology	Nortel Meridian M3904 Professional Digital phone	246,38
21.09.2014	Washington	TEC-CO-10002313	Technology	Canon PC1080F Personal Copier	1799,97
07.06.2014	Illinois	OFF-BI-10003982	Office Supplies	Wilson Jones Century Plastic Molded Ring Binders	12,46
30.06.2017	Nevada	OFF-BI-10004492	Office Supplies	Tuf-Vin Binders	75,79
17.10.2017	Rhode Island	OFF-ST-10000798	Office Supplies	2300 Heavy-Duty Transfer File Systems by Perma	49,96
17.10.2017	Rhode Island	OFF-PA-10002552	Office Supplies	Xerox 1958	12,96
31.10.2015	Michigan	OFF-SU-10002573	Office Supplies	"Acme 10"" Easy Grip Assistive Scissors"	70,12
08.09.2016	Texas	OFF-ST-10001580	Office Supplies	Super Decoflex Portable Personal File	35,95
08.09.2016	Texas	FUR-BO-10004834	Furniture	Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish	2396,27
08.09.2016	Texas	OFF-ST-10000934	Office Supplies	"Contico 72""H Heavy-Duty Storage System"	131,14
08.09.2016	Texas	TEC-AC-10000158	Technology	Sony 64GB Class 10 Micro SDHC R40 Memory Card	57,58
24.12.2014	Florida	OFF-PA-10001947	Office Supplies	Xerox 1974	9,57
16.04.2014	North Carolina	OFF-AR-10003478	Office Supplies	Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack	39,07
24.12.2017	New York	OFF-AP-10004249	Office Supplies	Staple holder	35,91
08.12.2017	California	TEC-AC-10000158	Technology	Sony 64GB Class 10 Micro SDHC R40 Memory Card	179,95
08.12.2017	California	TEC-CO-10004115	Technology	Sharp AL-1530CS Digital Copier	1199,98
08.12.2017	California	OFF-PA-10003724	Office Supplies	Wirebound Message Book, 4 per Page	27,15
08.12.2017	California	FUR-TA-10002041	Furniture	Bevis Round Conference Table Top, X-Base	1004,02
08.12.2017	California	OFF-PA-10002893	Office Supplies	"Wirebound Service Call Books, 5 1/2"" x 4"""	9,68
08.12.2017	California	OFF-LA-10003766	Office Supplies	Self-Adhesive Removable Labels	28,35
08.12.2017	California	OFF-PA-10001970	Office Supplies	Xerox 1908	55,98
08.12.2017	California	FUR-BO-10001972	Furniture	O'Sullivan 4-Shelf Bookcase in Odessa Pine	1336,83
08.12.2017	California	FUR-CH-10003956	Furniture	Novimex High-Tech Fabric Mesh Task Chair	113,57
03.11.2017	Washington	OFF-PA-10000157	Office Supplies	Xerox 191	139,86
03.11.2017	Washington	FUR-CH-10001891	Furniture	Global Deluxe Office Fabric Chairs	307,14
24.06.2017	California	OFF-AR-10004344	Office Supplies	Bulldog Vacuum Base Pencil Sharpener	95,92
14.04.2016	California	FUR-CH-10004886	Furniture	Bevis Steel Folding Chairs	383,80
06.11.2017	Kentucky	OFF-PA-10003845	Office Supplies	Xerox 1987	5,78
04.03.2017	California	OFF-AR-10001573	Office Supplies	American Pencil	9,32
04.03.2017	California	OFF-EN-10000483	Office Supplies	White Envelopes, White Envelopes with Clear Poly Window	15,25
22.06.2014	Colorado	TEC-AC-10004114	Technology	KeyTronic 6101 Series - Keyboard - Black	196,75
19.10.2017	Massachusetts	FUR-FU-10004712	Furniture	Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black	56,56
19.10.2017	Massachusetts	OFF-ST-10000918	Office Supplies	Crate-A-Files	32,70
21.08.2017	Mississippi	FUR-CH-10000015	Furniture	Hon Multipurpose Stacking Arm Chairs	866,40
23.11.2017	Michigan	FUR-FU-10003347	Furniture	Coloredge Poster Frame	28,40
23.11.2017	Michigan	OFF-BI-10001543	Office Supplies	GBC VeloBinder Manual Binding System	287,92
12.09.2014	New York	TEC-MA-10000029	Technology	Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner	69,99
01.10.2017	Texas	OFF-AR-10000369	Office Supplies	Design Ebony Sketching Pencil	6,67
15.04.2016	North Carolina	OFF-BI-10004584	Office Supplies	GBC ProClick 150 Presentation Binding System	189,59
15.04.2016	North Carolina	TEC-AC-10004659	Technology	Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB	408,74
15.04.2016	North Carolina	TEC-AC-10004659	Technology	Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB	291,96
15.04.2016	North Carolina	OFF-ST-10000617	Office Supplies	Woodgrain Magazine Files by Perma	4,77
06.06.2016	Massachusetts	OFF-ST-10003306	Office Supplies	Letter Size Cart	714,30
19.12.2014	Florida	OFF-BI-10000773	Office Supplies	Insertable Tab Post Binder Dividers	4,81
19.12.2014	Florida	TEC-AC-10002600	Technology	Belkin QODE FastFit Bluetooth Keyboard	247,80
12.06.2016	Illinois	TEC-MA-10002937	Technology	Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner	1007,98
12.06.2016	Illinois	OFF-PA-10001970	Office Supplies	Xerox 1908	313,49
15.09.2017	Texas	OFF-PA-10002230	Office Supplies	Xerox 1897	31,87
20.01.2017	New York	FUR-CH-10003396	Furniture	Global Deluxe Steno Chair	207,85
05.09.2016	Michigan	FUR-FU-10000246	Furniture	Aluminum Document Frame	12,22
05.09.2016	Michigan	OFF-ST-10000060	Office Supplies	Fellowes Bankers Box Staxonsteel Drawer File/Stacking System	194,94
05.09.2016	Michigan	OFF-ST-10003058	Office Supplies	Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays	70,95
05.09.2016	Michigan	OFF-PA-10002222	Office Supplies	"Xerox Color Copier Paper, 11"" x 17"", Ream"	91,36
05.09.2016	Michigan	FUR-CH-10002372	Furniture	Office Star - Ergonomically Designed Knee Chair	242,94
05.09.2016	Michigan	OFF-LA-10001317	Office Supplies	Avery 520	22,05
20.03.2017	Indiana	FUR-FU-10000206	Furniture	GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs	2,91
01.04.2016	New York	OFF-AR-10000588	Office Supplies	Newell 345	59,52
01.04.2016	New York	OFF-ST-10001469	Office Supplies	Fellowes Bankers Box Recycled Super Stor/Drawer	161,94
01.04.2016	New York	OFF-AR-10001953	Office Supplies	Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener	263,88
01.04.2016	New York	OFF-AR-10003156	Office Supplies	50 Colored Long Pencils	30,48
01.04.2016	New York	OFF-AR-10004974	Office Supplies	Newell 342	9,84
01.04.2016	New York	TEC-PH-10002365	Technology	Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S	35,12
20.10.2017	Ohio	FUR-TA-10001539	Furniture	Chromcraft Rectangular Conference Tables	284,36
20.10.2017	Ohio	OFF-ST-10000142	Office Supplies	Deluxe Rollaway Locking File with Drawer	665,41
13.12.2016	Oklahoma	TEC-AC-10001772	Technology	Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive	63,88
12.02.2014	California	FUR-CH-10000225	Furniture	Global Geo Office Task Chair, Gray	129,57
26.09.2016	Illinois	FUR-CH-10002331	Furniture	Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms	747,56
26.09.2016	Illinois	OFF-EN-10001415	Office Supplies	Staple envelope	8,93
15.12.2015	Washington	OFF-AP-10002472	Office Supplies	3M Office Air Cleaner	103,92
15.12.2015	Washington	TEC-AC-10004571	Technology	Logitech G700s Rechargeable Gaming Mouse	899,91
15.12.2015	Washington	OFF-BI-10001098	Office Supplies	Acco D-Ring Binder w/DublLock	51,31
22.04.2016	Arizona	FUR-FU-10000023	Furniture	Eldon Wave Desk Accessories	23,56
22.04.2016	Arizona	FUR-TA-10001889	Furniture	Bush Advantage Collection Racetrack Conference Table	1272,63
22.04.2016	Arizona	OFF-BI-10000315	Office Supplies	Poly Designer Cover & Back	28,49
22.04.2016	Arizona	OFF-SU-10003505	Office Supplies	Premier Electric Letter Opener	185,38
22.04.2016	Arizona	OFF-AP-10002578	Office Supplies	Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote	78,27
17.01.2015	Illinois	FUR-FU-10002918	Furniture	Eldon ClusterMat Chair Mat with Cordless Antistatic Protection	254,74
31.03.2017	Texas	FUR-BO-10002824	Furniture	Bush Mission Pointe Library	205,33
16.12.2016	Illinois	OFF-BI-10002194	Office Supplies	Cardinal Hold-It CD Pocket	4,79
20.12.2015	New York	OFF-PA-10004071	Office Supplies	Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box	55,48
09.11.2014	California	OFF-ST-10002743	Office Supplies	SAFCO Boltless Steel Shelving	340,92
09.11.2014	California	FUR-BO-10001601	Furniture	Sauder Mission Library with Doors, Fruitwood Finish	222,67
09.11.2014	California	TEC-PH-10002680	Technology	Samsung Galaxy Note 3	703,97
09.11.2014	California	OFF-ST-10001321	Office Supplies	Decoflex Hanging Personal Folder File, Blue	92,52
09.11.2014	California	OFF-PA-10001509	Office Supplies	"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4"""	62,65
09.11.2014	California	OFF-PA-10003465	Office Supplies	Xerox 1912	94,85
12.07.2016	California	TEC-PH-10000149	Technology	Cisco SPA525G2 IP Phone - Wireless	95,76
27.10.2016	New York	FUR-FU-10002671	Furniture	Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp	40,20
26.06.2016	New York	OFF-AR-10003045	Office Supplies	Prang Colored Pencils	14,70
26.06.2016	New York	OFF-ST-10000689	Office Supplies	Fellowes Strictly Business Drawer File, Letter/Legal Size	704,25
06.10.2014	California	TEC-AC-10001445	Technology	Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink	9,09
22.07.2014	New York	OFF-AR-10002053	Office Supplies	Premium Writing Pencils, Soft, #2 by Central Association for the Blind	5,96
22.07.2014	New York	TEC-AC-10002567	Technology	Logitech G602 Wireless Gaming Mouse	159,98
10.06.2017	California	OFF-LA-10003923	Office Supplies	Alphabetical Labels for Top Tab Filing	29,60
10.06.2017	California	FUR-BO-10001337	Furniture	O'Sullivan Living Dimensions 2-Shelf Bookcases	514,17
10.06.2017	California	TEC-PH-10001924	Technology	iHome FM Clock Radio with Lightning Dock	279,96
29.10.2014	Illinois	TEC-PH-10001363	Technology	Apple iPhone 5S	2735,95
09.06.2014	Texas	TEC-PH-10000376	Technology	Square Credit Card Reader	7,99
09.06.2014	Texas	TEC-AC-10000303	Technology	Logitech M510 Wireless Mouse	63,98
09.06.2014	Texas	OFF-AR-10001953	Office Supplies	Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener	70,37
14.09.2014	New York	OFF-ST-10001809	Office Supplies	Fellowes Officeware Wire Shelving	449,15
14.09.2014	New York	OFF-EN-10003845	Office Supplies	Colored Envelopes	11,07
09.05.2016	Washington	TEC-AC-10000991	Technology	Sony Micro Vault Click 8 GB USB 2.0 Flash Drive	93,98
18.03.2016	Tennessee	FUR-TA-10001857	Furniture	Balt Solid Wood Rectangular Table	189,88
27.12.2015	Arkansas	OFF-EN-10001434	Office Supplies	Strathmore #10 Envelopes, Ultimate White	105,42
25.07.2016	California	OFF-BI-10002498	Office Supplies	Clear Mylar Reinforcing Strips	119,62
25.07.2016	California	FUR-FU-10004864	Furniture	"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock"	255,76
25.07.2016	California	FUR-CH-10002602	Furniture	DMI Arturo Collection Mission-style Design Wood Chair	241,57
25.07.2016	California	FUR-FU-10000073	Furniture	Deflect-O Glasstique Clear Desk Accessories	69,30
30.05.2016	Colorado	OFF-BI-10001670	Office Supplies	Vinyl Sectional Post Binders	22,62
30.05.2016	Colorado	OFF-BI-10001658	Office Supplies	GBC Standard Therm-A-Bind Covers	14,95
30.05.2016	Colorado	FUR-CH-10001215	Furniture	Global Troy Executive Leather Low-Back Tilter	801,57
30.05.2016	Colorado	OFF-BI-10000831	Office Supplies	Storex Flexible Poly Binders with Double Pockets	2,38
30.05.2016	Colorado	OFF-PA-10000357	Office Supplies	White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11	32,79
12.11.2017	New York	OFF-BI-10003274	Office Supplies	Avery Durable Slant Ring Binders, No Labels	15,92
16.03.2015	Georgia	OFF-AR-10001662	Office Supplies	Rogers Handheld Barrel Pencil Sharpener	2,74
16.03.2015	Georgia	OFF-AR-10003856	Office Supplies	Newell 344	8,34
16.03.2015	Georgia	OFF-ST-10001228	Office Supplies	Personal File Boxes with Fold-Down Carry Handle	46,74
16.03.2015	Georgia	OFF-BI-10003527	Office Supplies	Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind	6354,95
26.11.2017	Missouri	FUR-FU-10001290	Furniture	Executive Impressions Supervisor Wall Clock	126,30
26.11.2017	Missouri	TEC-AC-10002399	Technology	SanDisk Cruzer 32 GB USB Flash Drive	38,04
20.10.2016	Ohio	OFF-AR-10002053	Office Supplies	Premium Writing Pencils, Soft, #2 by Central Association for the Blind	7,15
21.12.2017	California	OFF-AR-10003811	Office Supplies	Newell 327	6,63
21.12.2017	California	OFF-AR-10001246	Office Supplies	Newell 317	5,88
